"sim1_repl1_input","sim1_repl1_high","sim1_repl1_low","sim1_repl2_input","sim1_repl2_high","sim1_repl2_low"
340,176,567,4,4,6
0,0,0,99,125,9
106,42,143,0,0,0
530,217,1035,186,154,3
140,51,53,0,0,0
518,206,358,908,721,592
4,5,5,192,163,62
150,66,41,27,20,10
197,69,321,87,70,54
697,294,508,35,28,49
648,291,206,47,56,40
0,0,0,245,192,33
39,16,20,19,17,8
94,28,179,175,115,2
493,189,599,0,2,0
20,5,19,85,63,46
333,144,255,182,144,200
0,0,0,3,6,3
496,185,439,0,0,0
48,20,26,289,224,234
28,14,49,165,126,107
152,66,188,243,198,80
329,155,88,762,537,485
58,30,41,9,9,2
58,43,52,94,82,4
107,37,117,132,109,38
276,111,392,1284,937,302
0,0,0,196,142,271
13,3,16,214,182,262
63,26,89,304,234,120
2,1,0,0,0,0
25,7,46,465,361,231
563,258,1372,72,74,46
53,27,110,705,524,13
288,137,314,45,54,12
95,44,17,68,55,30
313,118,213,734,564,202
30,8,8,370,309,30
105,42,64,0,0,0
1116,451,495,42,32,46
6,5,3,392,314,413
686,300,180,482,362,873
0,0,0,0,0,0
824,353,335,216,147,35
261,116,272,119,102,49
18,5,2,105,92,18
227,76,4,51,49,29
129,49,42,27,8,16
33,19,0,212,177,408
507,213,1191,344,246,119
0,0,0,107,93,6
63,26,71,489,412,344
47,14,19,24,16,8
50,16,0,86,56,90
4,4,2,687,574,339
0,0,0,49,33,51
238,88,41,95,97,28
2,1,0,627,519,107
82,38,79,457,338,200
1137,491,166,282,201,31
427,189,175,32,21,24
49,27,138,22,19,13
24,8,25,167,95,79
808,323,1185,459,363,150
185,90,191,110,70,94
0,0,0,242,179,51
755,326,656,406,284,130
114,50,45,201,149,126
703,330,225,10,6,1
38,25,3,0,0,0
14,6,27,214,167,155
383,161,463,654,515,761
92,39,75,0,0,0
14,5,0,0,0,0
0,0,0,579,475,10
0,0,0,8,3,0
0,1,1,179,121,45
275,99,246,129,86,28
18,5,73,178,131,202
112,35,135,79,73,42
938,412,2146,247,201,209
74,30,86,102,73,244
38,17,27,6,5,4
107,62,200,8,6,12
249,115,594,108,98,114
892,354,1672,5,0,3
16,6,14,56,55,28
1008,414,1095,2,5,7
100,45,16,57,48,7
168,56,311,375,304,109
19,11,19,240,176,47
433,175,160,57,52,30
1296,537,2380,723,623,433
182,77,73,0,0,0
206,80,184,325,283,244
716,311,53,97,62,38
0,0,1,21,19,13
18,6,41,120,84,15
53,22,50,150,118,39
599,237,530,0,0,0
0,0,0,0,0,0
2,1,0,266,162,256
0,0,0,70,39,6
302,127,215,73,64,51
0,0,0,38,30,16
103,61,186,150,112,2
48,17,11,189,160,24
245,95,536,278,221,3
71,31,262,425,345,25
83,31,67,90,64,32
521,167,396,87,74,10
294,142,165,45,36,5
64,18,79,36,29,26
13,3,9,460,347,169
38,19,29,246,203,199
51,13,77,5,5,2
58,20,18,387,306,322
7,3,18,0,0,0
522,210,581,8,3,0
0,0,0,113,87,84
97,29,33,0,0,0
1,1,0,342,209,668
0,0,0,258,160,69
70,29,93,17,16,15
16,6,11,3,1,1
575,257,1369,0,0,0
0,0,0,87,71,4
0,0,0,1,3,3
8,3,0,0,0,0
90,47,77,67,57,7
16,5,4,78,72,60
0,0,0,51,42,65
102,44,10,86,67,21
50,26,63,57,44,21
78,43,12,0,0,0
40,18,72,68,52,20
434,188,163,0,0,0
358,156,374,1513,1176,726
1107,438,661,150,89,44
0,0,0,77,49,9
743,298,1375,52,47,10
245,94,1366,1014,842,634
143,54,231,185,132,140
0,0,0,0,3,3
396,171,80,10,13,5
108,44,38,14,11,4
9,6,15,1,0,3
127,74,33,249,173,26
443,162,1010,1604,1284,116
0,0,0,205,143,53
4,2,0,123,123,63
312,125,553,591,448,81
2,0,2,722,547,355
28,21,12,384,310,36
34,21,119,314,220,609
84,24,82,125,77,52
18,7,21,374,270,209
0,0,0,5,8,1
39,17,6,191,147,161
471,189,1014,77,57,4
553,244,155,338,247,351
404,169,543,306,202,74
81,26,414,157,102,155
4,3,14,380,284,28
26,11,20,322,228,153
49,15,5,88,67,73
148,59,498,57,42,8
2535,1092,3021,217,189,92
132,61,300,1502,1136,1144
157,64,410,0,0,0
759,314,75,21,19,15
519,223,928,16,12,0
371,166,340,423,343,9
24,6,32,0,3,0
1,1,0,164,139,50
0,0,0,44,38,42
1008,457,452,636,452,98
1511,636,838,808,610,409
43,31,31,0,0,0
0,0,0,108,92,89
211,93,97,216,184,108
171,78,396,2406,1855,319
117,51,131,0,0,0
159,68,160,32,31,8
273,123,229,175,126,0
205,89,212,468,388,3
0,0,0,167,127,85
0,0,0,45,40,14
390,177,309,5,3,2
1589,623,1993,156,134,8
1,3,3,330,274,121
163,83,404,17,11,0
27,9,15,4,4,1
817,328,2555,48,38,11
176,73,95,21,25,0
428,177,199,187,178,139
96,49,99,863,686,367
1,0,0,181,135,79
217,75,127,29,29,22
5,1,6,395,338,47
74,30,128,46,40,36
168,58,248,28,43,9
395,156,174,44,43,16
1288,540,207,84,64,59
208,98,8,7,5,6
380,153,9,91,80,33
291,116,145,543,403,568
160,66,369,30,22,1
702,300,505,56,39,8
600,271,125,7,6,16
23,8,0,394,295,189
131,40,584,834,646,599
305,119,646,694,493,351
5,0,9,394,287,154
177,65,307,485,363,165
108,26,199,0,0,0
21,6,17,817,651,332
440,220,157,46,39,7
543,206,219,120,73,66
357,172,238,318,241,56
50,17,50,361,307,244
359,134,630,45,30,48
86,38,9,0,0,0
86,45,70,714,505,1154
55,30,82,136,86,168
337,145,224,564,458,473
0,0,0,30,19,0
117,45,113,199,149,156
1017,392,1843,204,136,74
111,55,169,1212,867,734
27,11,55,0,0,0
194,64,146,0,0,0
3,2,0,395,293,789
188,79,473,17,5,3
157,59,214,0,0,0
0,0,0,66,45,70
107,61,167,117,109,31
534,196,678,5,1,4
14,3,6,199,127,142
277,103,405,87,54,30
70,34,18,145,102,17
265,114,723,85,72,8
104,26,105,0,0,0
91,37,18,82,78,6
853,346,1225,10,11,1
19,4,19,155,137,20
565,200,965,209,210,90
710,301,1614,70,60,29
0,0,0,37,25,19
109,53,137,189,155,10
54,20,51,40,26,13
269,112,190,813,659,458
162,77,98,0,0,0
21,23,2,655,475,1175
0,0,0,27,27,6
63,28,65,386,309,227
322,129,90,37,26,2
386,170,63,229,154,51
3,2,12,0,0,0
8,4,28,139,89,155
327,127,676,0,0,0
174,85,350,530,384,536
938,411,730,20,9,0
3,1,8,403,320,105
27,14,29,292,247,205
59,34,38,10,7,6
18,8,21,34,16,42
305,137,107,0,0,0
66,32,50,98,69,12
10,1,14,24,10,5
19,9,16,40,27,12
0,0,0,838,707,331
26,20,45,142,116,116
231,99,359,227,170,117
370,182,539,79,57,7
1,1,7,59,33,52
28,15,2,29,23,6
99,32,110,730,489,886
6,0,7,200,160,102
0,0,0,74,61,89
123,45,360,0,0,0
13,7,5,86,60,23
707,254,680,177,155,180
20,0,14,359,302,17
126,47,78,0,2,0
42,16,104,7,4,0
21,6,3,127,104,33
233,88,455,0,0,0
1620,693,1252,75,50,3
35,19,71,154,104,150
420,193,72,66,48,22
0,0,0,112,85,75
938,396,451,286,197,100
56,25,21,54,39,17
28,9,130,3,3,1
12,5,1,6,6,2
49,22,103,230,165,153
436,207,124,0,0,0
199,67,305,63,51,3
119,44,33,192,191,14
7,2,16,129,90,153
987,414,854,93,75,24
5,2,0,146,128,58
7,4,1,11,4,1
239,100,441,262,205,66
0,0,0,280,264,52
202,89,134,255,205,42
0,0,0,350,253,307
115,52,23,671,532,346
127,55,105,744,548,318
333,128,499,166,136,99
16,9,17,264,195,110
73,43,145,52,38,50
278,133,942,22,17,7
182,75,147,234,147,265
104,27,66,766,609,564
390,153,77,141,75,75
4,7,17,31,23,21
68,27,42,51,34,47
59,22,30,1822,1435,1363
184,79,370,1,1,0
481,203,492,225,151,162
878,345,835,277,202,121
94,49,31,85,76,39
431,170,147,285,212,81
1293,554,1217,239,192,157
110,55,44,549,437,60
91,38,111,5,4,0
73,23,132,301,224,116
26,8,7,980,786,72
213,102,530,675,503,269
490,237,174,131,100,49
0,0,0,72,53,7
148,72,267,381,290,286
172,61,375,262,208,28
68,17,147,0,0,0
0,0,0,144,108,21
147,64,73,24,17,21
80,34,14,0,0,0
131,52,138,224,153,45
425,159,570,0,0,0
63,24,316,10,13,11
38,14,66,0,0,0
0,0,0,484,332,662
192,98,28,417,328,86
90,41,124,42,34,46
7,4,25,17,11,4
6,4,2,212,161,78
6,0,0,56,27,14
192,57,96,16,15,1
52,22,71,9,4,1
406,159,311,1027,705,1006
338,152,154,0,0,0
151,68,140,107,62,71
0,0,0,83,66,48
294,110,198,300,225,64
418,210,328,35,36,24
820,303,2180,156,111,23
425,180,1178,32,35,6
29,13,3,299,245,96
91,29,60,0,0,0
41,13,59,103,90,18
282,103,31,7,11,1
392,190,245,35,30,5
525,242,223,16,20,15
193,83,292,155,130,48
132,50,283,24,32,7
733,332,456,41,27,16
17,15,12,7,9,21
4,1,4,548,427,87
21,15,24,1,5,0
266,102,737,176,152,30
36,22,113,925,805,188
408,161,381,864,700,574
155,67,16,0,0,0
5,1,13,788,619,30
142,62,143,456,368,246
596,233,936,160,116,113
760,311,643,44,38,0
0,0,0,280,203,310
468,194,913,112,68,140
37,28,37,183,154,5
319,162,236,13,9,9
1161,493,1036,310,235,138
1,0,15,197,146,6
0,1,1,321,254,344
716,313,644,206,172,118
24,6,1,109,87,45
349,167,99,47,25,9
60,26,17,765,552,642
153,70,183,61,65,73
751,351,636,49,31,0
437,199,655,29,24,10
327,154,569,35,23,2
154,64,207,1115,830,697
11,3,0,93,64,24
58,24,68,328,271,94
36,10,3,662,501,461
0,0,0,17,18,11
115,42,55,0,0,0
122,38,15,121,77,63
257,118,329,1056,771,97
199,81,32,16,17,0
277,117,197,216,138,12
176,68,245,346,243,134
236,77,303,0,0,0
25,12,18,565,458,245
658,275,688,3,2,0
530,263,703,382,243,393
0,1,0,122,91,10
552,206,183,76,74,150
41,21,11,259,192,265
2,0,3,0,0,0
302,110,735,3,1,2
5,0,5,0,0,0
247,119,112,0,0,0
0,0,0,200,136,148
264,105,470,144,132,39
75,25,72,114,82,186
19,8,8,449,365,74
71,22,33,130,106,9
500,192,755,98,82,39
286,116,139,130,108,45
818,357,2050,0,0,0
71,28,29,0,0,0
40,26,3,43,27,10
189,79,209,27,19,8
11,4,6,89,68,80
0,0,0,241,178,97
23,10,21,13,11,2
31,25,55,0,0,0
41,13,19,34,27,27
50,18,61,102,66,20
204,81,361,188,131,67
157,79,335,0,0,0
139,47,352,209,175,34
218,98,814,39,46,20
466,194,324,0,0,0
0,0,0,162,126,119
401,169,507,394,299,457
195,89,137,0,0,0
195,74,369,9,9,4
580,263,137,0,0,0
1030,428,493,45,31,36
738,320,283,31,19,5
362,148,293,67,34,49
150,53,7,1751,1331,1326
207,98,30,217,153,80
184,99,524,123,71,24
0,0,0,143,105,14
304,130,380,30,24,0
0,0,0,21,18,10
3,2,0,216,203,40
45,15,62,285,224,498
0,0,0,128,74,95
40,15,39,107,71,40
344,136,299,77,76,49
46,21,9,2,3,1
165,72,219,31,30,7
353,135,698,35,31,29
0,0,0,378,323,160
234,89,121,663,519,295
0,0,0,106,83,67
42,19,15,2304,1718,225
0,0,0,0,0,0
921,382,365,16,6,5
17,11,32,97,78,24
57,33,45,291,214,50
88,38,0,124,62,29
494,234,977,296,234,33
682,305,310,882,708,541
59,17,121,0,0,0
445,184,1678,83,44,122
8,3,10,94,73,125
2137,897,607,86,73,16
319,150,141,386,288,52
88,35,102,92,59,68
24,8,45,117,90,5
245,100,60,8,11,0
10,3,27,172,144,32
1300,570,1394,46,23,15
684,302,283,265,208,36
10,5,27,97,93,73
142,49,314,1,1,0
23,6,32,255,208,72
53,17,80,864,724,505
312,152,512,0,0,0
448,159,960,515,420,399
147,68,67,70,50,59
217,98,163,21,19,1
199,96,258,28,24,3
3,0,0,0,0,0
0,0,0,158,116,1
143,49,74,635,505,84
0,0,0,20,21,1
111,43,147,4,3,1
8,3,22,595,457,461
126,40,433,3,1,8
14,3,21,603,438,171
305,135,389,59,34,21
138,71,29,87,60,61
203,89,19,31,21,16
25,14,26,0,0,0
0,0,0,162,131,123
238,106,72,33,37,14
0,0,0,196,145,56
0,0,0,82,68,59
0,0,0,311,228,282
295,100,464,7,4,4
0,0,0,36,35,35
846,384,863,872,664,737
48,19,66,48,27,75
0,0,0,150,138,70
4,2,0,38,24,10
363,131,261,266,204,131
18,17,14,96,56,101
46,18,3,168,147,117
627,255,382,43,34,17
481,190,533,398,293,291
483,206,556,1122,836,470
659,271,464,131,106,50
75,36,4,230,178,372
73,33,8,141,107,61
205,91,54,324,235,34
0,0,0,0,0,0
263,92,514,18,13,9
102,28,320,1,3,2
0,0,0,917,777,292
0,0,0,12,7,5
74,27,14,6,5,9
367,174,51,172,136,95
97,32,109,106,81,84
52,17,10,200,182,41
97,32,60,89,92,40
0,0,0,397,296,363
17,5,26,0,0,0
180,70,731,23,17,17
0,0,0,71,60,28
416,151,975,246,221,74
169,64,492,31,26,43
43,16,66,263,201,76
147,54,89,69,53,4
167,72,324,0,0,0
541,194,116,377,286,106
549,265,192,370,293,202
42,19,24,9,4,7
0,0,0,261,206,56
15,9,3,113,73,102
27,12,7,0,0,0
489,219,465,24,23,9
303,126,380,0,1,0
8,5,4,78,68,60
176,70,157,397,299,618
851,336,1654,20,11,30
377,171,788,0,0,0
65,37,60,75,49,21
73,28,0,1,1,0
15,6,34,82,69,75
73,17,61,548,409,97
1060,487,739,0,0,0
467,194,249,52,34,11
14,3,2,0,0,0
260,103,263,0,0,0
49,27,87,336,262,323
239,99,206,2,2,0
37,10,53,47,50,1
260,129,559,15,17,21
0,0,0,192,149,52
12,1,31,460,357,39
176,70,170,50,33,31
4,2,3,246,168,55
0,0,0,0,0,0
107,53,50,21,15,22
591,233,540,174,118,79
83,26,58,5,5,0
0,0,0,22,12,4
130,52,39,275,190,203
454,196,229,747,528,216
429,195,139,127,106,78
80,37,19,0,0,0
28,11,38,34,49,2
293,135,40,185,149,34
233,88,204,579,484,144
703,298,47,1001,753,552
136,71,224,110,94,24
123,66,14,279,195,54
8,2,2,894,645,155
159,75,127,21,6,8
23,7,22,149,100,38
23,8,19,1354,919,1583
124,45,136,179,128,112
0,0,0,9,3,2
0,0,0,1130,845,273
24,10,8,0,0,0
174,63,464,51,53,20
398,156,1851,2,1,0
34,10,16,17,11,11
160,59,208,155,111,83
38,17,9,0,0,0
470,170,1287,972,715,162
66,22,23,254,206,102
510,183,1645,467,328,311
807,331,465,0,0,0
132,55,150,102,72,13
382,148,15,826,649,276
490,187,1439,640,446,564
121,45,320,19,9,12
0,0,0,0,0,0
0,0,0,705,595,96
528,220,756,99,96,82
0,0,0,249,187,34
465,213,111,94,67,118
91,39,40,216,186,49
66,25,177,227,176,102
0,0,0,21,11,13
173,73,79,186,150,2
13,7,4,105,88,80
5,7,11,29,23,5
17,8,2,1313,1009,221
26,10,14,65,48,82
128,41,404,194,145,161
129,55,210,520,419,194
29,11,108,602,495,292
694,293,549,81,73,4
2,1,0,219,172,42
126,40,361,307,228,57
0,1,2,20,22,1
372,157,92,221,196,47
486,194,631,114,101,152
383,172,839,989,718,95
4,6,1,259,219,80
0,0,0,33,18,1
318,147,443,113,92,8
74,30,50,36,32,31
175,71,353,641,459,250
161,69,99,2,6,0
0,0,0,497,363,201
5,1,0,0,0,0
272,119,90,370,269,1
2,2,0,703,539,205
9,7,5,35,33,14
0,0,0,337,236,43
13,9,9,0,0,0
53,37,32,32,28,8
478,164,496,109,114,16
1505,634,569,470,360,129
446,216,423,0,0,0
15,4,14,149,110,19
210,97,310,728,541,674
64,16,102,191,151,155
105,34,321,595,485,67
68,34,164,75,42,18
743,301,484,367,279,415
802,344,569,289,209,129
11,9,8,605,463,281
0,0,0,24,13,7
66,29,52,192,133,61
175,76,384,325,223,164
55,28,0,460,357,74
183,82,170,15,7,7
0,0,0,229,186,46
0,0,0,127,90,77
218,94,90,41,24,31
241,89,67,213,157,311
167,65,234,300,245,68
528,217,1370,383,280,104
15,8,5,78,51,45
1497,641,652,637,507,127
173,76,404,7,12,1
115,65,173,219,139,195
16,4,14,4,0,1
59,28,44,85,81,108
194,97,691,29,24,15
345,114,360,302,252,30
0,0,0,0,0,0
688,270,700,1204,923,136
639,324,438,372,303,159
0,0,0,118,91,16
0,0,0,55,48,7
133,51,123,682,530,126
175,70,85,0,0,0
1093,458,580,166,113,78
0,0,0,132,111,38
8,2,22,71,40,9
54,19,43,142,148,28
4,4,8,357,314,75
207,77,385,503,396,68
61,28,39,464,374,226
33,15,5,7,3,11
0,0,0,90,67,86
64,27,96,16,12,7
0,0,0,63,53,22
150,77,99,25,17,16
167,59,290,0,0,0
829,350,121,13,14,0
9,4,6,1068,858,251
122,43,120,159,117,47
274,125,110,0,0,0
407,141,2005,33,27,58
702,263,1139,641,497,359
801,328,365,117,82,105
144,58,244,373,267,294
34,22,30,0,0,0
6,3,0,371,290,66
527,255,232,187,128,18
2,0,0,463,342,237
19,9,12,181,116,13
30,11,16,2,0,1
347,152,1066,671,553,256
117,52,172,6,3,1
747,279,929,25,26,8
140,61,56,24,22,26
102,45,22,240,187,1
1503,625,1785,20,27,13
309,134,364,3,3,1
73,31,96,162,97,66
123,47,173,0,0,0
11,3,10,987,869,347
799,319,287,66,53,32
199,89,144,53,54,12
60,31,29,205,166,228
0,0,0,1295,1035,731
4,2,9,961,731,351
662,254,390,213,187,84
0,0,0,94,61,81
19,3,41,1,2,0
688,264,180,56,39,45
0,0,0,0,0,0
47,18,21,82,52,12
128,42,257,104,99,8
132,66,103,46,37,37
140,75,113,144,104,9
364,172,148,25,37,39
342,133,751,24,25,22
3,1,0,749,550,135
143,55,7,203,165,53
283,94,147,0,0,0
2,0,0,46,29,24
168,58,368,79,58,8
0,0,0,830,659,439
72,28,37,0,0,0
723,301,803,112,90,106
32,8,20,163,115,202
80,37,22,566,388,368
0,0,0,27,23,23
765,358,742,150,142,34
0,0,0,105,77,94
0,0,0,206,174,55
58,35,26,167,114,47
38,18,80,1,1,1
263,111,42,0,0,0
28,10,41,113,78,86
340,140,414,348,260,28
0,0,0,34,15,18
851,376,999,484,332,535
76,37,25,760,612,236
30,10,62,6,7,0
0,0,0,100,67,133
880,339,1429,20,9,8
111,33,79,96,83,69
343,169,147,24,19,9
778,339,60,0,0,0
282,120,791,96,62,44
148,57,309,800,623,70
11,10,5,1657,1319,491
21,8,8,10,7,4
138,73,64,393,319,130
33,11,43,186,155,199
25,13,50,5,7,2
372,144,546,380,274,192
0,0,0,242,165,39
0,0,0,432,362,202
114,50,536,122,90,49
0,0,0,10,4,9
73,20,67,29,40,7
6,1,3,418,267,186
580,241,467,823,649,188
157,72,342,309,253,105
124,43,132,672,569,21
161,71,237,599,496,243
162,82,187,109,108,25
652,259,579,22,19,14
439,154,1413,187,134,158
80,39,4,530,412,369
16,10,15,29,29,14
14,5,0,416,320,27
389,175,678,591,458,62
233,111,4,23,15,14
786,367,516,227,217,6
0,0,0,75,62,8
0,0,0,750,588,324
874,355,656,3,1,2
10,9,88,217,184,6
229,83,76,593,434,421
48,22,19,103,90,7
0,0,0,41,34,1
193,91,298,11,9,1
2354,1011,4377,742,568,234
0,0,0,1,1,1
273,117,214,311,268,7
535,214,299,583,461,110
8,4,7,0,0,0
323,140,425,452,383,141
39,16,25,371,291,238
225,99,176,0,0,0
12,2,9,178,169,122
130,48,170,226,191,64
265,119,210,291,186,177
56,14,146,317,234,159
293,136,126,1,1,1
84,28,81,188,151,46
305,139,35,12,7,4
783,353,369,245,175,29
42,19,30,792,597,268
737,288,1474,113,67,38
0,0,0,79,60,150
714,306,53,239,197,21
445,183,84,220,175,13
16,5,20,1054,852,201
343,154,209,80,71,46
57,20,13,160,113,19
0,0,0,14,10,2
366,143,727,218,174,59
5,0,1,674,563,110
248,121,396,113,74,33
213,82,296,1210,853,992
0,0,0,168,127,7
378,161,421,1221,976,343
10,9,0,125,94,110
240,73,450,151,136,23
0,0,3,159,93,171
234,116,185,151,124,224
558,250,1277,262,205,69
124,57,126,173,136,327
0,0,0,525,423,53
16,4,3,0,0,0
506,188,433,9,4,2
114,53,31,81,65,9
102,47,67,33,16,26
0,0,0,22,13,35
220,86,157,0,0,0
185,91,112,0,0,0
0,0,0,67,77,23
57,16,147,26,17,22
20,8,5,136,114,31
258,134,296,154,129,261
501,199,224,0,0,0
532,242,1583,20,18,10
109,42,275,676,566,166
755,281,707,204,177,50
28,6,2,326,252,113
212,90,275,10,6,4
31,7,13,146,117,67
23,9,29,645,493,37
0,0,0,0,0,0
102,46,8,22,19,9
203,99,69,50,33,16
14,3,5,101,74,190
163,68,108,410,259,484
91,45,142,0,0,0
30,12,0,190,156,131
0,0,0,18,11,21
1578,671,185,230,181,636
78,33,31,1510,1217,163
49,12,89,471,361,180
83,40,67,16,13,18
358,134,758,25,27,1
78,48,36,897,721,574
274,125,546,1,0,1
384,160,309,13,10,6
5,1,5,89,65,86
58,15,41,56,28,4
90,47,105,34,20,33
187,81,43,245,197,17
23,21,47,250,215,9
102,48,160,72,57,12
2,0,0,0,0,0
202,68,204,73,58,62
155,74,241,83,65,112
1137,528,337,516,376,314
4,3,4,30,21,17
460,175,792,0,0,0
92,38,35,6,5,0
0,0,0,283,171,583
95,43,31,44,43,28
693,291,486,0,0,0
20,12,13,347,312,23
95,33,183,65,52,59
965,394,1077,352,308,87
526,213,707,10,7,4
76,34,93,39,28,21
159,66,325,40,30,21
116,36,219,149,122,135
0,0,0,17,13,33
1068,485,930,30,19,1
146,73,85,92,72,22
1067,463,2045,0,0,0
0,0,0,197,194,3
16,9,0,16,9,6
62,24,229,179,140,36
485,200,2386,49,21,17
475,182,559,0,0,0
0,0,0,168,130,11
0,0,0,0,0,0
21,17,16,44,24,0
196,87,302,207,175,42
435,149,155,7,3,10
0,0,0,1141,851,91
167,69,338,27,21,7
66,42,71,183,129,566
0,0,0,23,14,2
0,0,0,59,30,10
83,35,7,104,91,31
1642,756,576,482,352,160
620,206,178,102,73,68
38,24,23,66,60,23
280,104,275,0,0,0
121,46,202,39,27,3
14,11,8,1151,884,272
265,110,30,587,423,714
608,263,1083,479,346,183
85,29,201,88,70,81
283,143,612,118,79,12
12,5,0,88,68,2
281,129,387,29,27,20
34,9,71,162,101,119
13,6,7,616,461,168
111,49,13,0,0,0
16,4,26,70,42,109
132,54,279,276,257,194
332,128,409,915,759,497
374,196,126,249,223,69
0,0,0,58,69,22
293,134,58,178,154,60
13,3,21,0,0,0
416,186,1047,296,274,161
3,0,2,4,10,15
618,262,1034,5,5,0
69,34,88,128,105,187
212,107,372,0,0,0
3,0,5,0,0,0
28,11,14,568,431,370
820,324,1173,0,0,0
173,71,187,302,286,66
5,1,0,63,50,41
18,5,33,0,0,0
2,1,2,25,19,0
43,20,28,0,0,0
214,83,224,0,2,0
8,1,8,145,117,259
98,53,174,32,23,9
4,1,1,725,585,166
2,1,6,0,0,0
582,197,3263,62,52,49
156,66,157,47,34,64
159,62,46,103,75,53
207,82,940,1769,1367,637
948,385,665,389,330,56
17,6,11,85,63,41
227,99,248,136,110,18
52,25,177,262,186,134
4,2,9,0,0,0
641,286,1277,104,82,34
7,5,5,34,25,33
179,83,393,129,95,13
395,176,265,92,74,8
23,11,6,583,425,722
108,39,154,6,1,9
17,9,59,202,161,120
0,0,0,38,37,21
40,10,69,0,0,0
342,132,96,262,200,127
51,28,8,10,9,13
6,7,12,4,4,1
39,19,74,73,45,55
11,5,11,666,532,286
112,57,117,516,394,106
3,2,0,23,21,39
812,340,303,276,181,313
35,17,47,190,143,56
596,238,204,142,113,71
107,34,91,319,254,49
433,190,313,446,364,306
32,18,26,5,1,1
68,48,53,0,0,0
39,14,29,127,124,67
21,8,18,384,282,174
0,0,0,1,2,0
91,41,200,80,47,54
807,356,733,147,106,53
434,205,249,819,639,139
128,56,162,23,25,2
269,132,135,535,411,225
127,60,134,168,127,17
37,16,13,142,128,24
1,1,2,0,0,0
214,95,214,132,103,39
189,83,71,387,276,135
62,20,240,141,105,111
94,29,76,1,1,1
62,36,110,0,0,0
0,0,0,373,278,54
679,242,1299,157,117,76
404,154,968,113,91,21
0,0,0,10,16,31
54,19,101,0,0,0
0,0,0,0,0,0
104,32,76,705,539,192
356,119,1481,418,377,66
309,134,284,32,26,28
698,283,190,0,0,0
427,176,291,334,264,156
323,159,17,713,574,26
0,0,0,0,0,0
0,0,0,279,256,15
0,0,0,40,24,5
0,0,0,0,0,0
323,152,390,244,214,141
22,17,6,332,243,177
0,0,0,339,281,151
215,91,130,223,176,99
83,40,26,392,329,41
32,13,40,832,596,1098
319,132,57,114,77,46
58,36,15,454,349,37
173,74,200,721,555,141
3,1,2,161,124,97
58,23,284,32,37,8
0,0,0,161,106,42
76,31,81,0,0,0
495,192,213,25,18,6
43,25,54,1521,1108,489
420,167,1115,591,439,685
153,69,123,816,640,66
87,44,167,153,124,24
46,18,124,474,384,57
59,25,25,59,48,2
21,11,73,634,472,516
397,121,1050,1,6,0
76,33,11,127,105,166
363,157,81,567,497,315
46,15,100,1240,906,695
25,5,24,935,808,250
66,32,35,82,72,123
389,142,669,339,249,81
0,0,0,80,52,146
77,28,54,128,96,5
34,20,126,270,232,6
352,159,299,88,79,70
502,223,262,76,62,29
168,74,114,314,240,28
219,105,17,170,123,126
1,0,0,192,136,113
16,7,28,801,599,211
43,22,57,0,0,0
58,29,70,278,195,113
17,8,31,166,146,29
73,36,191,205,159,172
118,47,443,117,84,46
320,144,118,0,0,0
30,9,62,482,349,178
650,243,678,70,53,22
13,6,17,148,94,231
0,0,0,57,40,13
317,135,308,11,6,4
11,2,2,0,0,0
168,67,252,246,190,141
139,50,93,344,249,84
100,55,15,10,12,0
0,0,0,18,20,0
7,4,14,209,169,88
54,27,28,197,196,107
47,26,72,54,45,23
0,0,0,70,39,27
166,84,102,0,0,0
508,183,2279,0,0,0
405,188,469,170,153,27
1385,537,2591,95,73,51
386,134,897,0,0,0
250,84,148,140,111,54
200,90,457,16,7,1
27,12,85,463,356,514
0,0,0,182,138,123
0,0,1,101,73,29
167,69,200,306,232,18
183,85,46,211,172,117
28,15,101,202,168,98
4,4,18,114,87,20
32,16,1,209,162,54
260,104,430,83,82,0
56,28,55,83,77,32
1400,523,6246,309,233,487
9,7,47,298,234,319
201,86,295,49,34,7
6,2,1,406,302,372
41,22,71,26,21,2
744,306,261,230,200,17
750,300,329,180,111,76
11,9,13,257,191,99
0,2,0,39,40,5
34,16,62,0,0,0
1654,703,3099,53,54,39
3,2,0,0,0,0
388,166,326,141,120,5
864,344,606,465,336,75
43,20,69,695,536,545
93,33,18,108,88,63
58,20,11,0,0,0
80,35,23,0,0,0
617,279,580,713,522,612
173,82,213,0,0,0
17,5,30,354,250,12
0,0,0,1830,1432,932
25,14,21,0,0,0
115,32,213,0,2,0
9,6,64,261,200,48
167,66,227,294,222,37
12,4,50,6,3,3
0,0,0,328,254,117
64,27,128,59,46,5
559,272,442,233,191,98
58,21,111,860,719,412
45,18,51,479,389,138
27,11,28,204,163,51
0,0,0,316,228,43
417,184,292,336,230,234
83,39,312,5,4,0
0,0,0,172,147,17
141,59,141,86,63,78
477,201,327,53,44,44
466,186,1030,292,218,75
0,0,0,0,0,0
1180,475,626,385,270,226
96,43,11,1,0,0
324,137,569,367,268,296
497,191,395,22,7,0
273,112,499,26,29,27
0,0,0,135,106,68
230,91,175,67,45,29
149,71,207,0,0,0
32,21,27,253,205,35
214,66,145,95,68,16
913,355,1049,399,298,129
84,41,230,189,155,40
11,5,6,104,88,39
1661,688,5292,45,27,26
130,72,245,17,12,3
19,13,2,270,190,0
